event_date,event_time,event_name,event_url,event_img_thumbnail_link,performer_url,special_guest_names,event_price,door_price,event_status,ticket_url,venue_name,venue_url,event_age
"Wednesday, March 25, 2020",8:00 pm,THE UNLIKELY CANDIDATES,https://first-avenue.com/event/2020/03/theunlikelycandidates,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/UnlikelyCandidates-032520-387x600web.jpg?itok=67lNe44c,https://first-avenue.com/event/2020/03/theunlikelycandidates,with ZERO 9:36 and THE FEDERAL EMPIRE,$15.00,$17.00,Buy Tickets,https://www.etix.com/ticket/p/4766250/the-unlikely-candidates-minneapolis-icehouse-mpls?cobrand=first-avenue,icehouse MPLS,https://first-avenue.com/venue/icehouse,21+
"Thursday, March 26, 2020",7:00 pm,CHRIS RENZEMA — The Boxer & The Bear Tour,https://first-avenue.com/event/2020/03/chrisrenzema,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/ChrisRenzema-032620-388x600web.jpg?itok=SQK0MPWC,https://first-avenue.com/event/2020/03/chrisrenzema,with RY COX,$12.00,$15.00,Sold Out,,7th St Entry,https://first-avenue.com/venue/entry,18+
"Thursday, March 26, 2020",7:00 pm,VETIVER,https://first-avenue.com/event/2020/03/vetiver,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/Vetiver-032620-388x600web.jpg?itok=fONpRC8c,https://first-avenue.com/event/2020/03/vetiver,with KACEY JOHANSING,$15.00,$18.00,Buy Tickets,https://www.etix.com/ticket/p/4054427/vetiver-stpaul-turf-club?cobrand=first-avenue,Turf Club,https://first-avenue.com/venue/turf-club,21+
"Friday, March 27, 2020",7:00 pm,GARY GULMAN: Peace of Mind,https://first-avenue.com/event/2020/03/garygulman,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/GaryGulman-032720-388x600web.jpg?itok=W5pxNVlx,https://first-avenue.com/event/2020/03/garygulman,,,$20.00,Buy Tickets,https://www.etix.com/ticket/p/2984385/gary-gulmanpeace-of-mind-minneapolis-the-fitzgerald-theater?cobrand=first-avenue,The Fitzgerald Theater,https://first-avenue.com/venue/fitzgerald-theater,ALL AGES
"Friday, March 27, 2020",7:30 pm,NUR-D and GULLY BOYS,https://first-avenue.com/event/2020/03/nurd-gullyboys,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/NurDGullyBoys-032720-387x600web.jpg?itok=Xu-Wspzq,https://first-avenue.com/event/2020/03/nurd-gullyboys,with JOHN CHUCK AND THE CLASS,$15.00,$30.00,Buy Tickets,https://www.etix.com/ticket/p/2580773/nurd-and-gully-boyswith-john-chuck-and-the-class-minneapolis-fine-line?cobrand=first-avenue,Fine Line,https://first-avenue.com/venue/fineline,18+
"Friday, March 27, 2020",8:00 pm,SMELLS LIKE NIRVANA performing 'Nevermind',https://first-avenue.com/event/2020/03/smellslikenirvana,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/SmellsLikeNirvana-032720-387x600web.jpg?itok=9fWZwS0Z,https://first-avenue.com/event/2020/03/smellslikenirvana,with DEAD ORIGINAL and CIRCLE OF HEAT’s Tribute to RAGE AGAINST THE MACHINE (featuring D. MILLS and TREVOR ANDERSON on vocals),$15.00,$17.00,Buy Tickets,https://www.etix.com/ticket/p/3331762/smells-like-nirvana-performing-nevermind-stpaul-turf-club?cobrand=first-avenue,Turf Club,https://first-avenue.com/venue/turf-club,21+
"Friday, March 27, 2020",8:00 pm,GREEN/BLUE Record Release Show,https://first-avenue.com/event/2020/03/greenblue,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/GreenBlue-032720-387x600web.jpg?itok=NmUvk_wN,https://first-avenue.com/event/2020/03/greenblue,with IV and SNAKE WHIPS,,$10.00,Buy Tickets,https://www.etix.com/ticket/p/7365859/greenblue-record-release-showwith-ivand-snake-whips-minneapolis-7th-st-entry?cobrand=first-avenue,7th St Entry,https://first-avenue.com/venue/entry,18+
"Friday, March 27, 2020",9:30 pm,"SPICE-A-RAMA: GIRL GROUP BALL ft. music of Spice Girls, Destiny’s Child, Pussycat Dolls, and more",https://first-avenue.com/event/2020/03/flipphone,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/flipphone-spicearama-032720-388x600web.jpg?itok=kjvxKqsl,https://first-avenue.com/event/2020/03/flipphone,"with PRISCILLA S. YUICY, GENEVEE RAMONA LOVE, JULIA STARR and DJ IZZIE P",$12.00,$14.00,Buy Tickets,https://www.etix.com/ticket/p/7866728/spicearamagirl-group-ball-featuring-the-music-of-spice-girlsdestinys-childpussycat-dolls-and-more-minneapolis-first-avenue?cobrand=first-avenue,Mainroom,https://first-avenue.com/venue/mainroom,18+
"Saturday, March 28, 2020",7:00 pm,BUFFALO NICHOLS,https://first-avenue.com/event/2020/03/buffalonichols,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/buffalo-nichols-admat-600web.jpg?itok=emmmzitM,https://first-avenue.com/event/2020/03/buffalonichols,,,,Buy Tickets,,Turf Club,https://first-avenue.com/venue/turf-club,21+
"Saturday, March 28, 2020",7:00 pm,"ROBBY VEE, THE JORGENSENS, and PK MAYO (CANCELED)",https://first-avenue.com/event/2020/03/robbyvee-jorgensens-pkmayo,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/RobbyVee032820-387x600web.jpg?itok=ioCw6kjv,https://first-avenue.com/event/2020/03/robbyvee-jorgensens-pkmayo,,$15.00,$17.00,Buy Tickets,,Fine Line,https://first-avenue.com/venue/fineline,18+
"Saturday, March 28, 2020",8:00 pm,MATTIEL,https://first-avenue.com/event/2020/03/mattiel,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/Mattiel-032820-387x600web.jpg?itok=bck_eci6,https://first-avenue.com/event/2020/03/mattiel,with KISS THE TIGER,$13.00,$15.00,Buy Tickets,https://www.etix.com/ticket/p/3793509/mattiel-stpaul-turf-club?cobrand=first-avenue,Turf Club,https://first-avenue.com/venue/turf-club,21+
"Saturday, March 28, 2020",8:00 pm,KING BUFFALO — Dead Star Tour,https://first-avenue.com/event/2020/03/kingbuffalo,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/KingBuffalo-032820-387x600web.jpg?itok=B-AvkjkB,https://first-avenue.com/event/2020/03/kingbuffalo,with TRANSCENDENTAL STRANGERS? and DIIE,,$14.00,Buy Tickets,https://www.etix.com/ticket/p/5296391/king-buffalo-dead-star-tour-minneapolis-7th-st-entry?cobrand=first-avenue,7th St Entry,https://first-avenue.com/venue/entry,18+
"Saturday, March 28, 2020",9:30 pm,THE KLITUATION Celebrating Womxn’s Month,https://first-avenue.com/event/2020/03/klituation,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/womans-month-2020-480x600web.jpg?itok=4KDiibSq,https://first-avenue.com/event/2020/03/klituation,"with GULLY BOYS, NewBlackCity, RICKI MONIQUE, MARIA ISA, ASIA DIVINE, DJ NEEKASODOPE, KAMILLA LOVE and DJ MISS BRIT",,$12.00,Buy Tickets,https://www.etix.com/ticket/p/4641882/the-klituation-celebrating-womxns-month-ftgully-boysnewblackcityricki-moniquemaria-isaasia-divineand-more-minneapolis-first-avenue?cobrand=first-avenue,Mainroom,https://first-avenue.com/venue/mainroom,18+
"Sunday, March 29, 2020",7:00 pm,GREGORY PORTER,https://first-avenue.com/event/2020/03/gregoryporter,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/GregoryPorter-032920-388x600web_0.jpg?itok=G8evZXFU,https://first-avenue.com/event/2020/03/gregoryporter,,,$49.50,Buy Tickets,https://www.etix.com/ticket/p/8155868/gregory-porter-minneapolis-the-fitzgerald-theater?cobrand=first-avenue,The Fitzgerald Theater,https://first-avenue.com/venue/fitzgerald-theater,ALL AGES
"Sunday, March 29, 2020",7:00 pm,MONSTER MAGNET — Powertrip: A Celebration,https://first-avenue.com/event/2020/03/monstermagnet,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/MonsterMagnet-032920-387x600web.jpg?itok=xZqE5z3G,https://first-avenue.com/event/2020/03/monstermagnet,with NEBULA and SILVERTOMB,$27.50,$30.00,Buy Tickets,https://www.etix.com/ticket/p/7949524/monster-magnet-powertripa-celebrationwith-nebula-and-silvertomb-minneapolis-fine-line?cobrand=first-avenue,Fine Line,https://first-avenue.com/venue/fineline,18+
"Sunday, March 29, 2020",7:30 pm,LATE NIGHT RADIO,https://first-avenue.com/event/2020/03/latenightradio,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/LateNightRadio-032920-387x600web.jpg?itok=Qr7MFEzu,https://first-avenue.com/event/2020/03/latenightradio,with GUGGENZ,$15.00,$17.00,Buy Tickets,https://www.etix.com/ticket/p/4516573/late-night-radio-minneapolis-7th-st-entry?cobrand=first-avenue,7th St Entry,https://first-avenue.com/venue/entry,18+
"Monday, March 30, 2020",7:00 pm,TROPIDELIC,https://first-avenue.com/event/2020/03/tropidelic,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/Tropidelic-033020-388x600web.jpg?itok=0NU5S9NH,https://first-avenue.com/event/2020/03/tropidelic,with UMBRELLA BED,$12.00,$15.00,Buy Tickets,https://www.etix.com/ticket/p/4279402/tropidelic-minneapolis-7th-st-entry?cobrand=first-avenue,7th St Entry,https://first-avenue.com/venue/entry,18+
"Tuesday, March 31, 2020",6:00 pm,THE MURDER CAPITAL,https://first-avenue.com/event/2020/03/themurdercapital,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/MurderCapital-033120-388x600web.jpg?itok=Dk8aqCv4,https://first-avenue.com/event/2020/03/themurdercapital,with WOLF BLOOD,$10.00,$13.00,Buy Tickets,https://www.etix.com/ticket/p/2780006/the-murder-capital-minneapolis-7th-st-entry?cobrand=first-avenue,7th St Entry,https://first-avenue.com/venue/entry,ALL AGES
"Tuesday, March 31, 2020",7:00 pm,BLACK BELT EAGLE SCOUT,https://first-avenue.com/event/2020/03/blackbelteaglescout,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/BlackBeltEagleScout-033120-387x600v2.jpg?itok=3VVLU1al,https://first-avenue.com/event/2020/03/blackbelteaglescout,with TASHA and RYAN DENNISON,$12.00,$15.00,Buy Tickets,https://www.etix.com/ticket/p/7742196/black-belt-eagle-scout-stpaul-turf-club?cobrand=first-avenue,Turf Club,https://first-avenue.com/venue/turf-club,21+
"Tuesday, March 31, 2020",7:00 pm,STEPHEN MALKMUS,https://first-avenue.com/event/2020/03/malkmus,https://first-avenue.com/sites/default/files/styles/thumbnail/public/images/events/StephenMalkmus-033120-387x600web.jpg?itok=MMLdLEHO,https://first-avenue.com/event/2020/03/malkmus,with QAIS ESSAR & THE MAGIK CARPET,,$25.00,Buy Tickets,https://www.etix.com/ticket/p/5417889/stephen-malkmuswith-qais-essar-the-magik-carpet-minneapolis-first-avenue?cobrand=first-avenue,Mainroom,https://first-avenue.com/venue/mainroom,18+
